row,altitude,moisture,pressure,wind_speed,sky_condition,time_of_day,air_quality_index
4957,18K feet,dry,steady,high,limited,4,33.41939658004956
4958,sea level,fog,steady,high,poor,17,364.33306957934934
4959,Missoula,fog,steady,gusty,clear,16,239.96991732962246
4960,18K feet,mist,high,high,limited,10,61.896774848576214
4961,Lolo Peak,mist,high,gusty,clear,9,113.80478104366199
4962,Missoula,rain,high,steady,poor,17,199.69394435233994
4963,30K feet,mist,high,calm,poor,2,35.58921927458517
4964,sea level,fog,low,high,limited,7,361.8306012597315
4965,Lolo Peak,rain,high,steady,clear,11,99.72676388972364
4966,Missoula,fog,low,high,poor,12,245.1836785087269
4967,Lolo Peak,rain,high,gusty,poor,10,106.81919104662501
4968,sea level,rain,steady,high,clear,13,313.1208319689687
4969,sea level,mist,steady,high,limited,12,325.71944192049017
4970,30K feet,rain,high,high,limited,7,9.439038278300508
4971,Missoula,dry,high,gusty,clear,15,188.55807352562027
4972,Missoula,fog,low,steady,clear,7,234.92469958848204
4973,18K feet,mist,low,steady,limited,13,54.491918039518524
4974,30K feet,rain,steady,gusty,clear,20,12.209883472499095
4975,Lolo Peak,rain,low,high,clear,15,99.09694460321232
4976,Lolo Peak,fog,low,gusty,limited,9,147.45374446160227
4977,Lolo Peak,mist,steady,gusty,limited,12,117.82277084001817
4978,Missoula,rain,steady,gusty,clear,10,193.586796042706
4979,Lolo Peak,fog,low,gusty,limited,16,146.3592330520511
4980,18K feet,rain,high,high,clear,10,38.21869297137427
4981,Missoula,rain,low,steady,limited,18,191.0145393455828
4982,Lolo Peak,fog,low,gusty,limited,10,150.92519915658178
4983,18K feet,fog,high,gusty,clear,7,85.32239578997967
4984,sea level,dry,low,steady,clear,12,305.1512338635028
4985,Lolo Peak,fog,low,gusty,poor,16,155.33402842445042
4986,Lolo Peak,mist,high,high,poor,13,126.06261156706482
4987,sea level,mist,low,steady,poor,16,333.30419514092677
4988,30K feet,dry,low,steady,clear,16,1.2322378129629499
4989,Lolo Peak,mist,low,high,limited,14,116.08183965516338
4990,Missoula,rain,high,high,clear,11,184.96341611452075
4991,18K feet,rain,steady,high,clear,17,40.63382548665396
4992,30K feet,fog,steady,steady,poor,12,62.10099813189065
4993,30K feet,rain,high,high,limited,15,11.365286593677993
4994,30K feet,dry,steady,gusty,clear,14,0
4995,18K feet,fog,low,steady,poor,6,96.72751234953165
4996,sea level,rain,low,steady,limited,9,309.8549177802445
4997,18K feet,dry,high,gusty,limited,17,41.130999854883065
4998,30K feet,fog,high,high,poor,9,60.338717501066235
4999,Lolo Peak,rain,steady,calm,limited,2,106.55026370887985
5000,Lolo Peak,fog,low,high,clear,5,143.03247813091107
5001,18K feet,dry,low,steady,limited,6,29.560965709614585
5002,18K feet,rain,high,high,clear,18,40.785485284392074
5003,sea level,dry,low,high,limited,9,306.8818896487705
5004,Missoula,dry,low,steady,clear,11,190.7467612421573
5005,sea level,fog,steady,gusty,limited,16,357.86077562174324
5006,Missoula,rain,low,high,clear,11,191.74693516238136
5007,Missoula,dry,high,steady,poor,12,191.6316796482212
5008,30K feet,mist,low,gusty,clear,13,23.888773957670846
5009,30K feet,rain,low,high,clear,13,6.742489120279883
5010,30K feet,mist,steady,gusty,clear,16,24.35730043510727
5011,sea level,rain,steady,steady,limited,10,307.65562710283547
5012,Missoula,dry,low,high,clear,16,182.6291769491758
5013,Missoula,dry,high,high,poor,13,195.14373736405165
5014,30K feet,fog,steady,steady,limited,11,60.72280459206433
5015,Lolo Peak,dry,high,steady,limited,9,97.88058976749768
5016,Missoula,dry,steady,steady,clear,11,184.67709807858714
5017,sea level,fog,steady,steady,poor,12,362.1992434578374
5018,Missoula,dry,steady,high,clear,11,182.31279509249813
5019,sea level,fog,steady,high,limited,17,355.89091006818137
5020,30K feet,dry,low,high,clear,18,5.262715998745132
5021,30K feet,fog,high,gusty,poor,20,63.811697592004336
5022,18K feet,rain,steady,steady,clear,13,40.70222342888063
5023,18K feet,dry,low,high,clear,18,34.76912452706877
5024,30K feet,fog,low,steady,limited,13,53.44156664813048
5025,18K feet,rain,low,gusty,limited,13,43.71056112252114
5026,sea level,rain,low,high,clear,15,302.816877128174
5027,Lolo Peak,mist,low,high,limited,12,119.69484328836498
5028,Missoula,rain,steady,steady,limited,12,189.20963369778707
5029,18K feet,dry,high,high,clear,9,35.56434854258099
5030,sea level,rain,high,gusty,clear,12,313.11171705755464
5031,sea level,dry,low,steady,poor,4,311.19778003954445
5032,Missoula,mist,high,calm,poor,14,216.4987860039144
5033,Missoula,dry,steady,steady,limited,14,185.3615137852813
5034,Missoula,rain,steady,gusty,limited,18,195.09092453685452
5035,Lolo Peak,rain,high,high,clear,12,97.7297155581746
5036,sea level,mist,steady,gusty,clear,8,330.2248188094128
5037,sea level,rain,steady,steady,clear,9,312.5202065251827
5038,Missoula,dry,high,high,clear,17,185.53662471820243
5039,Lolo Peak,mist,steady,steady,clear,17,114.04463717137916
5040,Missoula,fog,steady,gusty,poor,12,247.6810665366693
5041,Lolo Peak,mist,low,gusty,limited,15,111.96541613890025
5042,Lolo Peak,rain,steady,high,poor,9,108.43206721105231
5043,Missoula,dry,steady,gusty,limited,13,183.325522209083
5044,Missoula,mist,high,gusty,poor,19,214.40979706785893
5045,Lolo Peak,mist,high,gusty,limited,8,111.43149842817719
5046,Missoula,rain,high,high,limited,13,190.34714007405947
5047,Lolo Peak,fog,low,high,clear,12,146.7428638937565
5048,Missoula,rain,high,high,poor,15,197.0641287044722
5049,Missoula,dry,low,high,poor,9,196.30855077537677
5050,18K feet,rain,low,gusty,limited,10,40.06657068186026
5051,18K feet,fog,steady,high,limited,9,87.18044588440758
5052,30K feet,fog,steady,steady,limited,13,56.1753989365681
5053,Missoula,rain,high,gusty,clear,14,193.39532240449387
5054,Lolo Peak,rain,steady,gusty,poor,18,106.62898912516864
5055,18K feet,mist,high,high,poor,0,62.95962539790863
5056,Missoula,rain,low,calm,poor,9,196.70445603281345
5057,Missoula,mist,high,calm,poor,4,217.58740994473303
5058,18K feet,dry,high,high,clear,17,36.53091462974529
5059,18K feet,mist,high,calm,limited,12,59.71977732305524
5060,30K feet,mist,steady,steady,limited,13,29.64932610167598
5061,30K feet,mist,high,high,limited,9,27.88559646423098
5062,Lolo Peak,fog,high,high,clear,15,146.46876732235464
5063,30K feet,mist,high,steady,poor,7,41.721425556258055
5064,sea level,mist,high,steady,clear,11,325.7589562991851
5065,Lolo Peak,mist,low,calm,poor,12,124.43715690460026
5066,Missoula,rain,low,gusty,limited,15,194.74636266242882
5067,sea level,fog,steady,gusty,clear,20,357.71092624283
5068,30K feet,fog,high,steady,limited,9,59.411502144032305
5069,Missoula,fog,low,calm,poor,11,241.38618433325357
5070,sea level,fog,high,high,limited,18,359.01023101212877
5071,18K feet,rain,low,high,poor,15,43.48660636401328
5072,Lolo Peak,dry,steady,steady,limited,10,92.29043557318948
5073,30K feet,fog,steady,calm,clear,8,56.39453874849793
5074,sea level,mist,low,steady,clear,15,324.9187231348254
5075,Lolo Peak,mist,steady,steady,poor,14,121.99546140304498
5076,30K feet,dry,low,gusty,clear,10,1.1352384641506807
5077,30K feet,rain,steady,steady,poor,15,20.357156326909827
5078,30K feet,mist,steady,high,clear,11,29.660719025824005
5079,sea level,rain,high,high,poor,8,317.8155059115687
5080,18K feet,fog,low,high,limited,10,85.2633543075281
5081,Lolo Peak,dry,steady,steady,clear,12,96.36391820731419
5082,sea level,mist,steady,gusty,clear,15,329.0384194074819
5083,sea level,rain,high,high,limited,7,313.9214927459255
5084,sea level,rain,low,gusty,limited,11,310.4598264992473
5085,Lolo Peak,fog,low,high,limited,8,149.67251777665325
5086,18K feet,rain,steady,steady,clear,7,43.76362231216436
5087,30K feet,fog,low,high,limited,11,59.158470350093026
5088,18K feet,fog,low,gusty,limited,16,86.55602352877689
5089,Lolo Peak,mist,steady,gusty,limited,18,119.81066701266556
5090,18K feet,fog,high,high,limited,14,94.51480927195446
5091,Lolo Peak,fog,low,high,limited,9,148.546645218599
5092,30K feet,fog,high,steady,limited,15,60.361889519086425
5093,Missoula,dry,steady,gusty,clear,11,188.05132956889386
5094,30K feet,dry,high,high,limited,7,6.36416985812644
5095,18K feet,mist,high,high,limited,11,58.77077185907969
5096,sea level,fog,steady,high,limited,5,360.22908162254225
5097,Lolo Peak,fog,steady,high,limited,18,148.00936854672273
5098,sea level,fog,steady,high,poor,12,365.55153706764816
5099,Missoula,dry,low,gusty,limited,13,188.3955705681117
5100,Lolo Peak,rain,high,gusty,poor,10,111.38851680685718
5101,18K feet,mist,low,gusty,limited,4,55.82970649360213
5102,30K feet,fog,high,steady,clear,5,52.40417180948522
5103,Lolo Peak,dry,steady,high,clear,15,94.86114874067404
5104,30K feet,fog,steady,high,poor,18,59.40262179420633
5105,30K feet,dry,low,gusty,limited,4,5.338325169412457
5106,Missoula,rain,low,steady,clear,16,190.21240862963546
5107,Missoula,mist,high,steady,poor,15,218.53931852240154
5108,sea level,fog,low,gusty,poor,12,365.103088351631
5109,Missoula,mist,high,high,clear,18,204.38188958908228
5110,30K feet,fog,steady,steady,clear,14,55.104931409675956
5111,18K feet,mist,steady,steady,poor,9,66.30288101781024
5112,Missoula,dry,high,gusty,clear,16,189.4193950303272
5113,30K feet,fog,steady,steady,poor,8,57.991542897779794
5114,sea level,fog,steady,gusty,clear,13,355.844936615757
5115,Lolo Peak,fog,low,high,clear,13,144.38923829508255
5116,sea level,mist,high,gusty,clear,15,325.0221479188363
5117,sea level,fog,low,gusty,clear,4,353.90031972713103
5118,18K feet,dry,steady,high,limited,12,45.369783847730055
5119,18K feet,mist,steady,gusty,limited,11,53.76219462902443
5120,Lolo Peak,dry,low,high,clear,11,93.8254801397967
5121,sea level,dry,low,high,limited,4,306.8343014471227
5122,30K feet,mist,steady,gusty,poor,6,34.01122206674672
5123,Missoula,fog,high,steady,poor,8,246.91207832588276
5124,30K feet,mist,steady,steady,clear,15,26.612155680916008
5125,30K feet,mist,high,steady,clear,11,22.696263422041568
5126,18K feet,rain,high,steady,clear,12,36.928591398108054
5127,sea level,fog,high,high,poor,12,364.11708710263565
5128,sea level,fog,high,high,clear,15,351.2706239589719
5129,Missoula,fog,high,gusty,limited,13,235.8605387237385
5130,Missoula,mist,steady,high,clear,4,204.6359119338379
5131,18K feet,fog,low,steady,poor,13,92.71235333788698
5132,18K feet,fog,steady,steady,limited,18,83.1774498207302
5133,sea level,rain,high,gusty,clear,12,310.6146736918608
5134,18K feet,mist,low,steady,clear,12,51.49066001296934
5135,18K feet,dry,high,steady,clear,12,36.11162829620628
5136,18K feet,dry,high,steady,limited,19,36.520428714044385
5137,Missoula,rain,low,steady,limited,11,189.23130923186798
5138,18K feet,fog,low,steady,clear,8,82.9406278200631
5139,Missoula,rain,high,gusty,limited,11,196.55763375277235
5140,30K feet,rain,high,steady,limited,5,14.717196611423642
5141,30K feet,dry,low,high,limited,14,9.304896177533866
5142,sea level,dry,high,calm,limited,13,303.6389546301807
5143,30K feet,mist,low,gusty,limited,14,30.18198355010619
5144,Lolo Peak,fog,low,steady,limited,12,151.62865450691206
5145,sea level,dry,low,high,clear,9,309.1360935702451
5146,Missoula,rain,low,high,clear,11,192.855913427999
5147,sea level,fog,high,high,poor,12,361.99982219620483
5148,18K feet,rain,low,gusty,poor,16,52.53412114501049
5149,Missoula,dry,steady,gusty,clear,11,182.5737739199364
5150,30K feet,fog,steady,steady,poor,11,64.41679034526013
5151,30K feet,fog,low,calm,poor,8,68.062103916559
5152,Missoula,dry,low,gusty,limited,10,187.2359342802885
5153,Lolo Peak,mist,low,gusty,limited,10,113.60357110599628
5154,sea level,dry,low,steady,clear,4,302.3541134975604
5155,Lolo Peak,dry,high,high,poor,17,102.9169825744829
5156,18K feet,fog,high,steady,clear,15,89.63351528961996
5157,sea level,fog,high,gusty,limited,13,354.8272576005906
5158,Missoula,dry,high,steady,limited,12,185.84384393171985
5159,sea level,rain,steady,gusty,limited,15,319.5063024491974
5160,sea level,mist,steady,high,clear,15,323.6241634171669
5161,18K feet,fog,low,steady,limited,17,87.23458805634783
5162,Missoula,fog,low,steady,limited,9,240.39512131144247
5163,sea level,fog,steady,high,limited,15,356.2929096469566
5164,18K feet,dry,steady,high,clear,13,37.4161384636249
5165,sea level,dry,steady,gusty,poor,18,320.07812851882545
5166,Lolo Peak,fog,high,high,clear,14,144.362794275207
5167,18K feet,mist,high,steady,limited,13,55.37632391816738
5168,18K feet,fog,high,steady,poor,8,95.31093587710382
5169,30K feet,dry,low,gusty,poor,14,14.606811498923431
5170,sea level,dry,high,steady,poor,11,316.34473243594556
5171,18K feet,dry,low,steady,poor,10,42.20379645499812
5172,30K feet,dry,steady,high,clear,6,0.01155563771032675
5173,Missoula,rain,high,high,poor,5,201.31147055933127
5174,sea level,dry,low,steady,poor,7,312.7788849067789
5175,30K feet,rain,low,steady,clear,13,6.692911392467742
5176,sea level,rain,low,steady,poor,13,316.6468341917217
5177,Lolo Peak,dry,high,steady,clear,17,94.3117863046519
5178,Missoula,dry,high,high,poor,8,198.2201299993893
5179,Lolo Peak,mist,steady,gusty,limited,9,117.47857914550816
5180,30K feet,dry,high,high,clear,15,7.016916406045604
5181,sea level,rain,steady,high,poor,13,320.3704555321149
5182,18K feet,dry,low,calm,limited,16,38.41633753872908
5183,18K feet,dry,steady,high,poor,14,46.51408547551374
5184,Missoula,dry,high,gusty,poor,16,199.10535990170814
5185,Missoula,rain,steady,high,poor,8,200.4149768340687
5186,sea level,dry,steady,high,clear,18,302.68764638091545
5187,18K feet,fog,steady,high,limited,15,92.84122378010493
5188,sea level,fog,high,high,clear,15,356.2615193471501
5189,18K feet,fog,steady,high,limited,9,88.57399941068299
5190,30K feet,dry,steady,gusty,poor,17,16.0397033009842
5191,Lolo Peak,rain,low,steady,poor,6,106.59398264902796
5192,30K feet,rain,steady,high,limited,10,18.143158576117724
5193,Lolo Peak,dry,high,high,limited,12,98.27664407415901
5194,sea level,fog,low,gusty,limited,5,356.60916957370085
5195,18K feet,dry,high,gusty,limited,16,35.91103952744166
5196,18K feet,fog,low,high,limited,15,84.08291524438192
5197,18K feet,dry,steady,steady,limited,11,35.401190323207786
5198,Lolo Peak,rain,steady,steady,clear,19,101.56694689807188
5199,18K feet,dry,steady,high,clear,17,33.294434893083995
5200,sea level,fog,steady,steady,limited,11,356.83314025913296
5201,Lolo Peak,dry,low,steady,limited,26,99.50752897753281
5202,Lolo Peak,dry,high,steady,clear,14,96.43532267143257
5203,18K feet,dry,high,high,poor,10,47.411690929599985
5204,Missoula,mist,steady,high,limited,12,208.31551752165694
5205,18K feet,rain,steady,gusty,clear,9,43.27981345120525
5206,sea level,mist,steady,high,poor,10,334.02456960194894
5207,Missoula,rain,steady,steady,clear,10,193.23294772099018
5208,Lolo Peak,mist,low,gusty,poor,9,124.96095242681868
5209,18K feet,rain,high,high,limited,8,36.780729345768975
5210,30K feet,rain,low,high,clear,12,10.255660282686534
5211,sea level,mist,high,steady,limited,11,327.12246215158166
5212,Missoula,dry,steady,high,clear,13,184.5868837171017
5213,18K feet,fog,high,high,limited,15,84.27910924146822
5214,30K feet,dry,low,high,clear,12,6.092931800224735
5215,30K feet,rain,low,steady,poor,8,26.93265612006579
5216,18K feet,mist,high,steady,clear,15,59.552228095990145
5217,18K feet,fog,low,steady,poor,21,94.51188899618184
5218,18K feet,mist,steady,high,clear,8,53.751501428432114
5219,sea level,mist,low,steady,clear,6,323.4331036077196
5220,sea level,dry,low,gusty,limited,9,305.200565307909
5221,sea level,fog,low,steady,clear,12,353.2020834476777
5222,30K feet,rain,high,gusty,clear,14,10.163979035219212
5223,30K feet,fog,steady,high,poor,14,69.70249141458434
5224,Missoula,fog,high,steady,clear,10,232.79368200902238
5225,Lolo Peak,rain,low,gusty,poor,16,109.59000739678987
5226,Missoula,dry,steady,gusty,poor,10,195.41957239300731
5227,18K feet,fog,high,gusty,clear,3,86.73587847444794
5228,sea level,dry,steady,steady,limited,13,307.5119253579403
5229,18K feet,fog,low,steady,clear,15,84.86487207624684
5230,sea level,rain,steady,gusty,clear,16,312.8153688346506
5231,sea level,rain,steady,high,clear,13,307.3510491697366
5232,Lolo Peak,dry,low,gusty,poor,8,107.26573513374908
5233,Lolo Peak,fog,steady,high,poor,10,154.43279860609434
5234,Missoula,rain,high,steady,poor,8,196.42278019023368
5235,18K feet,mist,low,steady,limited,23,57.24977486701484
5236,18K feet,rain,steady,gusty,clear,20,41.61446815799796
5237,Missoula,mist,low,gusty,limited,16,210.5967836301204
5238,Lolo Peak,fog,high,gusty,poor,6,160.17096111230956
5239,sea level,mist,low,steady,limited,11,329.5358599970159
5240,sea level,mist,steady,high,poor,15,329.72273573269393
5241,18K feet,rain,low,gusty,limited,15,42.00667124296001
5242,30K feet,rain,low,gusty,limited,11,14.152536847668017
5243,Lolo Peak,rain,steady,gusty,clear,16,102.39542847624665
5244,30K feet,dry,steady,steady,clear,12,1.16751656636343
5245,sea level,fog,low,steady,limited,6,356.76436718222214
5246,30K feet,dry,steady,high,limited,8,6.267982467545552
5247,30K feet,dry,high,steady,limited,7,9.171234222215993
5248,30K feet,rain,steady,gusty,limited,10,18.936953034567523
5249,sea level,mist,low,gusty,limited,17,323.43559134114525
5250,18K feet,dry,steady,high,limited,15,37.62227252356007
5251,Lolo Peak,fog,low,steady,limited,13,144.85730589811996
5252,30K feet,mist,high,steady,limited,8,35.64586224337908
5253,18K feet,rain,low,high,limited,12,37.451836216941174
5254,Missoula,fog,high,gusty,poor,13,245.23875788715452
5255,sea level,fog,high,steady,clear,11,358.4232830210169
5256,sea level,mist,high,gusty,poor,17,336.1520265455468
5257,Missoula,mist,high,high,limited,11,207.31927653562633
5258,Lolo Peak,rain,low,high,clear,4,95.01515340207283
5259,sea level,dry,steady,gusty,limited,4,305.4596413589459
5260,Missoula,fog,steady,high,limited,6,232.40806112286768
5261,30K feet,mist,low,high,poor,4,31.32267772184435
5262,18K feet,mist,steady,gusty,clear,14,54.23526188145231
5263,18K feet,mist,steady,high,limited,14,54.60715332909739
5264,Lolo Peak,rain,low,steady,poor,18,109.45951769973927
5265,18K feet,fog,high,gusty,poor,15,92.9714923809126
5266,18K feet,fog,steady,high,poor,9,96.33391979354992
5267,Missoula,fog,low,steady,limited,8,242.1142193551791
5268,Lolo Peak,mist,low,gusty,clear,8,117.32027499530638
